month,day,year,region,site,burn_year,transect,plot,book,species,height_cm,basal_diameter_cm,age,safe_site,radius_m,area_sampled_m2,notes
june,23,2019,Cherskiy,ANS,2003,3,100,Siberia_2019_5,Larix cajanderi,173,2.48,13,hummock,2,12.5663706143592,NA
june,24,2019,Cherskiy,Alnus,1984,1,150,Siberia_2019_5,Larix cajanderi,175,1.72,24,no,2,12.5663706143592,NA
july,2,2019,Cherskiy,HR,1990,2,50,Siberia_2019_8,Larix cajanderi,175,2.25,8,hummock,2,12.5663706143592,NA
june,11,2019,Yakutsk,ROB,2002,1,25,Siberia_2019_1,Larix cajanderi,180,1.61,11,no,2,12.5663706143592,noted a lot of hare browse on larch recruits
june,29,2018,Cherskiy,Gonzo,2001,2,75,Siberia_2018_1,Larix cajanderi,180,3,9,no,2,12.5663706143592,NA
july,8,2018,Cherskiy,CN,2001,2,100,Siberia_2018_1,Larix cajanderi,180,2.85,10,no,2,12.5663706143592,radius not specified and assumed to be 2 m
june,24,2019,Cherskiy,Alnus,1984,1,200,Siberia_2019_5,Larix cajanderi,185,2.64,21,no,2,12.5663706143592,NA
july,8,2018,Cherskiy,CN,2001,2,200,Siberia_2018_1,Larix cajanderi,185,2.67,10,no,2,12.5663706143592,radius not specified and assumed to be 2 m
june,12,2019,Yakutsk,Maya,2002,2,75,Siberia_2019_1,Larix cajanderi,185,3,9,no,2,12.5663706143592,NA
june,13,2019,Yakutsk,Korova,2002,1,150,Siberia_2019_1,Larix cajanderi,187,1.8,5,hummock,2,12.5663706143592,NA
july,16,2018,Yakutsk,Duck,2002,NA,p18,Yakutsk_2018_1,Larix cajanderi,187,1.16,8,no,1,3.14159265358979,NA
june,29,2018,Cherskiy,Gonzo,2001,2,100,Siberia_2018_1,Larix cajanderi,190,1.35,9,no,2,12.5663706143592,NA
july,8,2018,Cherskiy,CN,2001,2,25,Siberia_2018_1,Larix cajanderi,190,2.3,10,no,2,12.5663706143592,radius not specified and assumed to be 2 m
june,30,2018,Cherskiy,Gonzo,2001,3,200,Siberia_2018_1,Larix cajanderi,190,2.35,10.5,no,2,12.5663706143592,Age is listed as 10-11 years and enterred as 10.5
june,23,2019,Cherskiy,ANS,2003,3,100,Siberia_2019_5,Larix cajanderi,192,2.88,12,hummock,2,12.5663706143592,NA
june,24,2019,Cherskiy,Alnus,1984,1,25,Siberia_2019_5,Larix cajanderi,194,1.63,24,hummock,2,12.5663706143592,NA
june,24,2019,Cherskiy,Alnus,1984,1,-25,Siberia_2019_5,Larix cajanderi,195,1.88,24,hummock,2,12.5663706143592,height listed as 1.95 in notebook but entered here as 195
june,9,2019,Yakutsk,FRK,2002,1,25,Siberia_2019_1,Larix cajanderi,200,1.65,13,no,2,12.5663706143592,NA
june,14,2019,Yakutsk,ROB,2002,2,150,Siberia_2019_1,Larix cajanderi,200,2,8,no,2,12.5663706143592,NA
june,10,2019,Yakutsk,FRK,2002,1,150,Siberia_2019_1,Larix cajanderi,205,1.8,11,no,2,12.5663706143592,NA
june,12,2019,Yakutsk,Maya,2002,2,75,Siberia_2019_1,Larix cajanderi,210,2.55,9,no,2,12.5663706143592,NA
june,10,2019,Yakutsk,FRK,2002,1,75,Siberia_2019_1,Larix cajanderi,215,1.95,10,no,2,12.5663706143592,NA
june,12,2019,Yakutsk,Maya,2002,2,150,Siberia_2019_1,Larix cajanderi,220,2.6,8,no,2,12.5663706143592,NA
june,10,2019,Yakutsk,FRK,2002,1,100,Siberia_2019_1,Larix cajanderi,225,2.05,10,no,2,12.5663706143592,NA
june,24,2019,Cherskiy,Alnus,1984,1,100,Siberia_2019_5,Larix cajanderi,230,1.43,21,woody_debris,2,12.5663706143592,NA
june,25,2018,Cherskiy,CN,2001,1,100,Siberia_2018_1,Larix cajanderi,240,3.5,11,no,2,12.5663706143592,age from core
june,10,2019,Yakutsk,FRK,2002,1,100,Siberia_2019_1,Larix cajanderi,240,2.1,14,no,2,12.5663706143592,NA
june,24,2019,Cherskiy,Alnus,1984,1,50,Siberia_2019_5,Larix cajanderi,240,1.95,24,hummock,2,12.5663706143592,NA
june,29,2018,Cherskiy,Gonzo,2001,2,25,Siberia_2018_1,Larix cajanderi,240,2.3,8,no,2,12.5663706143592,seedling ages obtained in field -  32 seedlings were growing clumped together in a 10x10 cm area! 
june,14,2019,Yakutsk,ROB,2002,2,25,Siberia_2019_1,Larix cajanderi,240,2.56,7,no,2,12.5663706143592,NA
june,24,2019,Cherskiy,Alnus,1984,1,-25,Siberia_2019_5,Larix cajanderi,244,2.18,18,hummock,2,12.5663706143592,NA
june,29,2018,Cherskiy,Gonzo,2001,2,25,Siberia_2018_1,Larix cajanderi,250,2.8,7,no,2,12.5663706143592,seedling ages obtained in field -  32 seedlings were growing clumped together in a 10x10 cm area! 
june,24,2019,Cherskiy,Alnus,1984,1,100,Siberia_2019_5,Larix cajanderi,265,1.98,21,hummock,2,12.5663706143592,NA
june,24,2019,Cherskiy,Alnus,1984,1,25,Siberia_2019_5,Larix cajanderi,271,2.18,31,hummock,2,12.5663706143592,NA
june,10,2019,Yakutsk,FRK,2002,1,100,Siberia_2019_1,Larix cajanderi,285,2.3,11,no,2,12.5663706143592,NA
june,23,2019,Cherskiy,ANS,2003,3,25,Siberia_2019_5,Larix cajanderi,295,2.64,11,hummock,2,12.5663706143592,NA
june,10,2019,Yakutsk,FRK,2002,1,150,Siberia_2019_1,Larix cajanderi,305,2.4,10,no,2,12.5663706143592,NA
june,12,2019,Yakutsk,Maya,2002,2,150,Siberia_2019_1,Larix cajanderi,310,3.61,9,no,2,12.5663706143592,NA
june,14,2019,Yakutsk,ROB,2002,2,150,Siberia_2019_1,Larix cajanderi,310,3.05,13,no,2,12.5663706143592,NA
june,11,2019,Yakutsk,ROB,2002,1,25,Siberia_2019_1,Larix cajanderi,315,3.35,9,hummock,2,12.5663706143592,noted a lot of hare browse on larch recruits
june,25,2018,Cherskiy,CN,2001,1,75,Siberia_2018_1,Larix cajanderi,330,4.25,11,no,2,12.5663706143592,age from core
june,24,2019,Cherskiy,Alnus,1984,1,75,Siberia_2019_5,Larix cajanderi,330,3.38,31,hummock,2,12.5663706143592,NA
june,12,2019,Yakutsk,Maya,2002,2,75,Siberia_2019_1,Larix cajanderi,330,3.68,9,no,2,12.5663706143592,NA
june,15,2019,Yakutsk,FRK,2002,3,75,Siberia_2019_1,Larix cajanderi,334,3.12,9,no,2,12.5663706143592,NA
june,12,2019,Yakutsk,Maya,2002,2,25,Siberia_2019_1,Larix cajanderi,340,4.41,11,no,2,12.5663706143592,NA
june,12,2019,Yakutsk,Maya,2002,2,150,Siberia_2019_1,Larix cajanderi,345,4.58,11,no,2,12.5663706143592,NA
june,24,2019,Cherskiy,Alnus,1984,1,200,Siberia_2019_5,Larix cajanderi,347,3.88,12,tip_up_mound,2,12.5663706143592,NA
june,24,2019,Cherskiy,Alnus,1984,1,100,Siberia_2019_5,Larix cajanderi,350,2.72,17,hummock,2,12.5663706143592,NA
june,15,2019,Yakutsk,FRK,2002,3,25,Siberia_2019_1,Larix cajanderi,385,3.65,10,no,2,12.5663706143592,NA
june,10,2019,Yakutsk,FRK,2002,1,75,Siberia_2019_1,Larix cajanderi,390,3.2,10,no,2,12.5663706143592,NA
june,24,2019,Cherskiy,Alnus,1984,1,-25,Siberia_2019_5,Larix cajanderi,390,2.95,35,hummock,2,12.5663706143592,NA
june,14,2019,Yakutsk,ROB,2002,2,75,Siberia_2019_1,Larix cajanderi,395,3.66,13,no,2,12.5663706143592,NA
june,24,2019,Cherskiy,Alnus,1984,1,75,Siberia_2019_5,Larix cajanderi,400,4.6,22,hummock,2,12.5663706143592,NA
june,15,2019,Yakutsk,FRK,2002,3,150,Siberia_2019_1,Larix cajanderi,410,3.96,13,no,2,12.5663706143592,NA
june,10,2019,Yakutsk,FRK,2002,1,150,Siberia_2019_1,Larix cajanderi,425,3.4,13,no,2,12.5663706143592,NA
june,14,2019,Yakutsk,ROB,2002,2,75,Siberia_2019_1,Larix cajanderi,425,3.46,13,no,2,12.5663706143592,NA
june,24,2019,Cherskiy,Alnus,1984,1,150,Siberia_2019_5,Larix cajanderi,430,3.68,24,hummock,2,12.5663706143592,NA
june,24,2019,Cherskiy,Alnus,1984,1,150,Siberia_2019_5,Larix cajanderi,430,4.45,24,hummock,2,12.5663706143592,NA
june,24,2019,Cherskiy,Alnus,1984,1,25,Siberia_2019_5,Larix cajanderi,445,3.97,24,hummock,2,12.5663706143592,NA
june,24,2019,Cherskiy,Alnus,1984,1,100,Siberia_2019_5,Larix cajanderi,477,3.74,31,hummock,2,12.5663706143592,NA
june,14,2019,Yakutsk,ROB,2002,2,75,Siberia_2019_1,Larix cajanderi,510,5.95,13,no,2,12.5663706143592,NA
june,14,2019,Yakutsk,ROB,2002,2,25,Siberia_2019_1,Larix cajanderi,520,6.22,13,no,2,12.5663706143592,height listed as 5.20 in notebook but entered here as 520
june,24,2019,Cherskiy,Alnus,1984,1,75,Siberia_2019_5,Larix cajanderi,550,5.18,27,hummock,2,12.5663706143592,NA
june,14,2019,Yakutsk,ROB,2002,2,75,Siberia_2019_1,Larix cajanderi,605,5.06,13,no,2,12.5663706143592,NA
june,24,2019,Cherskiy,Alnus,1984,1,-25,Siberia_2019_5,Larix cajanderi,735,6.67,24,hummock,2,12.5663706143592,NA
june,24,2019,Cherskiy,Alnus,1984,1,50,Siberia_2019_5,Larix cajanderi,780,5.34,24,hummock,2,12.5663706143592,NA
